month,usd_lkr_avg,usd_lkr_volatility
2022-02-01,199.46239253452845,0.40812257355280807
2022-03-01,248.80850908833165,35.1922548257381
2022-04-01,318.97132670084636,17.977645832790735
2022-05-01,355.88809991651965,5.345496028932167
2022-06-01,356.4258778889974,2.24722432946236
2022-07-01,356.7475024807838,2.5441009337099803
2022-08-01,357.83664826423893,2.5768340968055345
2022-09-01,358.12884419759115,3.2994616159748715
2022-10-01,361.0440378496724,2.5052404833001343
2022-11-01,363.5011861165365,1.7438618977111093
2022-12-01,363.5249486123362,1.2266018121353817
2023-01-01,362.6124267578125,1.2820038895076766
2023-02-01,361.92184666224887,1.1972467497496808
2023-03-01,329.9826020271547,11.374552124868552
2023-04-01,319.5629364013672,3.1235246121212294
2023-05-01,307.09540385584677,7.664979560668287
2023-06-01,298.9914276123047,7.819300300352878
2023-07-01,315.9164773264239,9.192999073314176
2023-08-01,318.29503705424645,2.184181061316302
2023-09-01,320.09779052734376,1.4801813728957176
2023-10-01,321.5064323179183,1.415228810842797
2023-11-01,324.8539530436198,0.9167440393702077
2023-12-01,323.5678051364037,1.2376274342574691
2024-01-01,318.09190713205646,2.043326890564766
2024-02-01,309.3508027175377,1.3468012862380074
2024-03-01,302.036628969254,2.7734153821780314
2024-04-01,295.91112162272134,1.3852690381556974
2024-05-01,296.2723684003276,1.6697648444803872
2024-06-01,300.6712921142578,1.5636603686324448
2024-07-01,300.5563285581527,0.9072958775588863
2024-08-01,297.3677919449345,1.4658507309941797
2024-09-01,298.0196584065755,2.185440721221793
2024-10-01,290.3112980011971,0.8850535612535255
2024-11-01,288.66907653808596,1.0844133452375284
2024-12-01,288.42250110257055,1.757769242493907
2025-01-01,292.5328388829385,1.949515318637275
2025-02-01,293.6016595023019,1.629149825379799
2025-03-01,292.45645338489163,0.7233017194003524
2025-04-01,295.1648651123047,1.3088241049508835
2025-05-01,296.23135769751764,0.6061602654966587
2025-06-01,296.56206868489585,0.6825080792444375
2025-07-01,297.98964174332156,0.7981702113688326
2025-08-01,298.1532415574597,1.1363979023280633
2025-09-01,299.0774251302083,0.46433505588331886
2025-10-01,300.1414007371472,0.7522263650063985
2025-11-01,303.0744883219401,1.6549280453327369
2025-12-01,306.10482000535535,0.6771452234314703
2026-01-01,306.52701199439264,0.5056664557258548
2026-02-01,306.3840560913086,0.5960554791109144
2026-03-01,308.7608908376386,1.769837152696257
2026-04-01,313.2501912434896,1.3333792830056188
2026-05-01,324.2881804435484,8.102909509003185
2026-06-01,329.86558430989584,4.517263177330744
